Borewell_ID,Year,Month,Day,Rainfall_mm,GW_Level_m,Prev_Day_GW,Prev_7Day_GW,temperature,latitude,longitude
borewell_3,2021,1,26,3.01,15.322,15.186,15.298,27.7,13.09014,80.262
borewell_3,2021,1,27,3.52,15.258,15.322,15.286,30.5,13.09014,80.262
borewell_3,2021,1,28,5.29,15.33,15.258,15.29,31.0,13.09014,80.262
borewell_3,2021,1,29,2.88,15.271,15.33,15.277,35.6,13.09014,80.262
borewell_3,2021,1,30,0.37,15.325,15.271,15.284,32.9,13.09014,80.262
borewell_3,2021,1,31,2.1,15.336,15.325,15.29,28.3,13.09014,80.262
borewell_3,2021,2,1,3.09,15.317,15.336,15.308,27.3,13.09014,80.262
borewell_3,2021,2,2,3.33,15.22,15.317,15.294,31.5,13.09014,80.262
borewell_3,2021,2,3,5.73,15.392,15.22,15.313,26.0,13.09014,80.262
borewell_3,2021,2,4,1.43,15.33,15.392,15.313,35.5,13.09014,80.262
borewell_3,2021,2,5,1.22,15.309,15.33,15.318,33.5,13.09014,80.262
borewell_3,2021,2,6,5.01,15.412,15.309,15.331,28.6,13.09014,80.262
borewell_3,2021,2,7,4.22,15.29,15.412,15.324,24.9,13.09014,80.262
borewell_3,2021,2,8,3.92,15.366,15.29,15.331,34.1,13.09014,80.262
borewell_3,2021,2,9,0.33,15.299,15.366,15.343,29.7,13.09014,80.262
borewell_3,2021,2,10,3.79,15.229,15.299,15.319,33.7,13.09014,80.262
borewell_3,2021,2,11,1.8,15.33,15.229,15.319,25.2,13.09014,80.262
borewell_3,2021,2,12,5.51,15.399,15.33,15.332,28.2,13.09014,80.262
borewell_3,2021,2,13,4.59,15.393,15.399,15.33,30.0,13.09014,80.262
borewell_3,2021,2,14,2.5,15.365,15.393,15.34,30.1,13.09014,80.262
borewell_3,2021,2,15,1.19,15.252,15.365,15.324,28.6,13.09014,80.262
borewell_3,2021,2,16,1.41,15.325,15.252,15.328,31.9,13.09014,80.262
borewell_3,2021,2,17,4.49,15.427,15.325,15.356,26.8,13.09014,80.262
borewell_3,2021,2,18,4.56,15.389,15.427,15.364,29.6,13.09014,80.262
borewell_3,2021,2,19,1.44,15.39,15.389,15.363,30.4,13.09014,80.262
borewell_3,2021,2,20,0.02,15.367,15.39,15.359,31.5,13.09014,80.262
borewell_3,2021,2,21,3.45,15.311,15.367,15.352,32.1,13.09014,80.262
borewell_3,2021,2,22,2.25,15.438,15.311,15.378,26.6,13.09014,80.262
borewell_3,2021,2,23,1.95,15.337,15.438,15.38,25.4,13.09014,80.262
borewell_3,2021,2,24,3.45,15.41,15.337,15.377,33.8,13.09014,80.262
borewell_3,2021,2,25,2.58,15.446,15.41,15.385,31.0,13.09014,80.262
borewell_3,2021,2,26,2.86,15.405,15.446,15.388,27.8,13.09014,80.262
borewell_3,2021,2,27,1.4,15.377,15.405,15.389,34.7,13.09014,80.262
borewell_3,2021,2,28,0.17,15.458,15.377,15.41,30.3,13.09014,80.262
borewell_3,2021,3,1,1.12,15.356,15.458,15.398,33.5,13.09014,80.262
borewell_3,2021,3,2,1.93,15.349,15.356,15.4,30.2,13.09014,80.262
borewell_3,2021,3,3,1.44,15.356,15.349,15.392,36.0,13.09014,80.262
borewell_3,2021,3,4,2.88,15.501,15.356,15.4,35.3,13.09014,80.262
borewell_3,2021,3,5,0.96,15.317,15.501,15.388,29.3,13.09014,80.262
borewell_3,2021,3,6,3.23,15.395,15.317,15.39,32.9,13.09014,80.262
borewell_3,2021,3,7,1.32,15.451,15.395,15.389,31.9,13.09014,80.262
borewell_3,2021,3,8,2.75,15.401,15.451,15.396,34.1,13.09014,80.262
borewell_3,2021,3,9,3.27,15.424,15.401,15.406,27.1,13.09014,80.262
borewell_3,2021,3,10,1.46,15.407,15.424,15.414,32.1,13.09014,80.262
borewell_3,2021,3,11,0.53,15.33,15.407,15.389,33.2,13.09014,80.262
borewell_3,2021,3,12,5.44,15.415,15.33,15.403,24.7,13.09014,80.262
borewell_3,2021,3,13,1.17,15.424,15.415,15.408,26.5,13.09014,80.262
borewell_3,2021,3,14,3.3,15.437,15.424,15.406,24.0,13.09014,80.262
borewell_3,2021,3,15,2.39,15.399,15.437,15.405,29.2,13.09014,80.262
borewell_3,2021,3,16,3.81,15.388,15.399,15.4,32.2,13.09014,80.262
borewell_3,2021,3,17,5.7,15.424,15.388,15.403,34.5,13.09014,80.262
borewell_3,2021,3,18,1.89,15.443,15.424,15.419,30.2,13.09014,80.262
borewell_3,2021,3,19,1.21,15.425,15.443,15.42,34.9,13.09014,80.262
borewell_3,2021,3,20,1.11,15.464,15.425,15.426,25.9,13.09014,80.262
borewell_3,2021,3,21,0.41,15.44,15.464,15.426,24.9,13.09014,80.262
borewell_3,2021,3,22,0.96,15.398,15.44,15.426,29.8,13.09014,80.262
borewell_3,2021,3,23,0.73,15.394,15.398,15.427,31.2,13.09014,80.262
borewell_3,2021,3,24,4.44,15.445,15.394,15.43,29.9,13.09014,80.262
borewell_3,2021,3,25,1.92,15.542,15.445,15.444,24.0,13.09014,80.262
borewell_3,2021,3,26,3.24,15.474,15.542,15.451,29.7,13.09014,80.262
borewell_3,2021,3,27,3.47,15.453,15.474,15.449,26.1,13.09014,80.262
borewell_3,2021,3,28,4.58,15.547,15.453,15.465,32.0,13.09014,80.262
borewell_3,2021,3,29,4.95,15.537,15.547,15.485,31.1,13.09014,80.262
borewell_3,2021,3,30,1.09,15.459,15.537,15.494,27.2,13.09014,80.262
borewell_3,2021,3,31,2.8,15.483,15.459,15.499,28.5,13.09014,80.262
borewell_3,2021,4,1,3.76,15.458,15.483,15.487,26.8,13.09014,80.262
borewell_3,2021,4,2,0.97,15.457,15.458,15.485,29.8,13.09014,80.262
borewell_3,2021,4,3,4.52,15.539,15.457,15.497,32.9,13.09014,80.262
borewell_3,2021,4,4,1.04,15.538,15.539,15.496,27.0,13.09014,80.262
borewell_3,2021,4,5,2.11,15.445,15.538,15.483,31.5,13.09014,80.262
borewell_3,2021,4,6,2.56,15.486,15.445,15.486,28.4,13.09014,80.262
borewell_3,2021,4,7,1.27,15.429,15.486,15.479,27.6,13.09014,80.262
borewell_3,2021,4,8,3.78,15.57,15.429,15.495,29.7,13.09014,80.262
borewell_3,2021,4,9,0.95,15.504,15.57,15.501,26.9,13.09014,80.262
borewell_3,2021,4,10,2.2,15.523,15.504,15.499,28.3,13.09014,80.262
borewell_3,2021,4,11,1.27,15.575,15.523,15.505,26.4,13.09014,80.262
borewell_3,2021,4,12,1.14,15.489,15.575,15.511,35.9,13.09014,80.262
borewell_3,2021,4,13,3.92,15.527,15.489,15.517,30.1,13.09014,80.262
borewell_3,2021,4,14,1.33,15.573,15.527,15.537,27.9,13.09014,80.262
borewell_3,2021,4,15,2.66,15.541,15.573,15.533,30.6,13.09014,80.262
borewell_3,2021,4,16,1.53,15.466,15.541,15.528,29.7,13.09014,80.262
borewell_3,2021,4,17,1.23,15.513,15.466,15.526,29.3,13.09014,80.262
borewell_3,2021,4,18,2.3,15.529,15.513,15.52,31.8,13.09014,80.262
borewell_3,2021,4,19,2.89,15.553,15.529,15.529,32.3,13.09014,80.262
borewell_3,2021,4,20,1.24,15.547,15.553,15.532,28.4,13.09014,80.262
borewell_3,2021,4,21,4.48,15.576,15.547,15.532,28.3,13.09014,80.262
borewell_3,2021,4,22,2.54,15.522,15.576,15.529,29.2,13.09014,80.262
borewell_3,2021,4,23,0.86,15.468,15.522,15.53,24.0,13.09014,80.262
borewell_3,2021,4,24,4.2,15.619,15.468,15.545,25.5,13.09014,80.262
borewell_3,2021,4,25,4.59,15.549,15.619,15.548,34.1,13.09014,80.262
borewell_3,2021,4,26,2.75,15.617,15.549,15.557,34.9,13.09014,80.262
borewell_3,2021,4,27,0.55,15.54,15.617,15.556,29.3,13.09014,80.262
borewell_3,2021,4,28,3.67,15.619,15.54,15.562,31.7,13.09014,80.262
borewell_3,2021,4,29,4.61,15.635,15.619,15.578,30.9,13.09014,80.262
borewell_3,2021,4,30,3.31,15.615,15.635,15.599,36.0,13.09014,80.262
borewell_3,2021,5,1,3.56,15.619,15.615,15.599,33.4,13.09014,80.262
borewell_3,2021,5,2,1.23,15.612,15.619,15.608,29.6,13.09014,80.262
borewell_3,2021,5,3,0.25,15.405,15.612,15.578,27.1,13.09014,80.262
borewell_3,2021,5,4,3.03,15.497,15.405,15.572,25.2,13.09014,80.262
borewell_3,2021,5,5,1.55,15.494,15.497,15.554,30.6,13.09014,80.262
borewell_3,2021,5,6,5.0,15.528,15.494,15.538,27.7,13.09014,80.262
borewell_3,2021,5,7,0.43,15.638,15.528,15.542,25.7,13.09014,80.262
borewell_3,2021,5,8,3.13,15.562,15.638,15.534,28.1,13.09014,80.262
borewell_3,2021,5,9,3.37,15.548,15.562,15.524,26.8,13.09014,80.262
borewell_3,2021,5,10,1.85,15.638,15.548,15.558,35.1,13.09014,80.262
borewell_3,2021,5,11,3.49,15.613,15.638,15.574,32.6,13.09014,80.262
borewell_3,2021,5,12,2.99,15.563,15.613,15.584,30.0,13.09014,80.262
borewell_3,2021,5,13,4.94,15.583,15.563,15.592,34.4,13.09014,80.262
borewell_3,2021,5,14,3.43,15.545,15.583,15.579,30.2,13.09014,80.262
borewell_3,2021,5,15,0.45,15.597,15.545,15.584,27.4,13.09014,80.262
borewell_3,2021,5,16,1.93,15.564,15.597,15.586,34.6,13.09014,80.262
borewell_3,2021,5,17,1.74,15.64,15.564,15.586,31.6,13.09014,80.262
borewell_3,2021,5,18,0.74,15.584,15.64,15.582,26.9,13.09014,80.262
borewell_3,2021,5,19,4.63,15.651,15.584,15.595,29.4,13.09014,80.262
borewell_3,2021,5,20,3.73,15.664,15.651,15.606,27.4,13.09014,80.262
borewell_3,2021,5,21,4.64,15.682,15.664,15.626,25.9,13.09014,80.262
borewell_3,2021,5,22,0.71,15.649,15.682,15.634,32.8,13.09014,80.262
borewell_3,2021,5,23,4.22,15.678,15.649,15.65,35.7,13.09014,80.262
borewell_3,2021,5,24,0.47,15.572,15.678,15.64,25.8,13.09014,80.262
borewell_3,2021,5,25,2.89,15.615,15.572,15.645,31.7,13.09014,80.262
borewell_3,2021,5,26,3.63,15.645,15.615,15.644,28.0,13.09014,80.262
borewell_3,2021,5,27,0.19,15.636,15.645,15.64,28.5,13.09014,80.262
borewell_3,2021,5,28,3.53,15.612,15.636,15.63,28.2,13.09014,80.262
borewell_3,2021,5,29,2.99,15.618,15.612,15.625,27.4,13.09014,80.262
borewell_3,2021,5,30,0.81,15.57,15.618,15.61,30.1,13.09014,80.262
borewell_3,2021,5,31,4.55,15.628,15.57,15.618,27.5,13.09014,80.262
borewell_3,2021,6,1,11.58,15.738,15.628,15.635,30.8,13.09014,80.262
borewell_3,2021,6,2,27.34,15.698,15.738,15.643,29.8,13.09014,80.262
borewell_3,2021,6,3,8.42,15.639,15.698,15.643,29.3,13.09014,80.262
borewell_3,2021,6,4,36.13,15.629,15.639,15.646,27.3,13.09014,80.262
borewell_3,2021,6,5,21.83,15.708,15.629,15.659,28.3,13.09014,80.262
borewell_3,2021,6,6,9.11,15.585,15.708,15.661,32.3,13.09014,80.262
borewell_3,2021,6,7,17.88,15.684,15.585,15.669,31.5,13.09014,80.262
borewell_3,2021,6,8,13.79,15.646,15.684,15.656,27.1,13.09014,80.262
borewell_3,2021,6,9,35.79,15.654,15.646,15.649,30.3,13.09014,80.262
borewell_3,2021,6,10,25.24,15.724,15.654,15.662,32.3,13.09014,80.262
borewell_3,2021,6,11,18.38,15.687,15.724,15.67,25.0,13.09014,80.262
borewell_3,2021,6,12,26.6,15.81,15.687,15.684,31.6,13.09014,80.262
borewell_3,2021,6,13,6.04,15.747,15.81,15.707,28.0,13.09014,80.262
borewell_3,2021,6,14,19.35,15.638,15.747,15.701,31.7,13.09014,80.262
borewell_3,2021,6,15,14.75,15.691,15.638,15.707,27.7,13.09014,80.262
borewell_3,2021,6,16,35.57,15.681,15.691,15.711,24.6,13.09014,80.262
borewell_3,2021,6,17,15.5,15.683,15.681,15.705,25.1,13.09014,80.262
borewell_3,2021,6,18,12.7,15.729,15.683,15.711,30.1,13.09014,80.262
borewell_3,2021,6,19,10.63,15.661,15.729,15.69,30.8,13.09014,80.262
borewell_3,2021,6,20,34.99,15.746,15.661,15.69,27.3,13.09014,80.262
borewell_3,2021,6,21,25.15,15.789,15.746,15.711,31.9,13.09014,80.262
borewell_3,2021,6,22,29.51,15.736,15.789,15.718,25.0,13.09014,80.262
borewell_3,2021,6,23,29.12,15.756,15.736,15.728,29.8,13.09014,80.262
borewell_3,2021,6,24,21.92,15.738,15.756,15.736,26.4,13.09014,80.262
borewell_3,2021,6,25,21.98,15.695,15.738,15.731,28.0,13.09014,80.262
borewell_3,2021,6,26,26.08,15.698,15.695,15.737,30.1,13.09014,80.262
borewell_3,2021,6,27,33.6,15.685,15.698,15.728,27.4,13.09014,80.262
borewell_3,2021,6,28,20.96,15.724,15.685,15.719,28.8,13.09014,80.262
borewell_3,2021,6,29,36.41,15.698,15.724,15.714,33.0,13.09014,80.262
borewell_3,2021,6,30,30.25,15.777,15.698,15.717,28.3,13.09014,80.262
borewell_3,2021,7,1,18.24,15.719,15.777,15.714,32.5,13.09014,80.262
borewell_3,2021,7,2,41.45,15.687,15.719,15.713,26.6,13.09014,80.262
borewell_3,2021,7,3,20.9,15.699,15.687,15.713,31.6,13.09014,80.262
borewell_3,2021,7,4,37.21,15.795,15.699,15.728,34.3,13.09014,80.262
borewell_3,2021,7,5,5.91,15.674,15.795,15.721,24.0,13.09014,80.262
borewell_3,2021,7,6,28.35,15.75,15.674,15.729,27.6,13.09014,80.262
borewell_3,2021,7,7,14.16,15.733,15.75,15.722,31.7,13.09014,80.262
borewell_3,2021,7,8,11.18,15.812,15.733,15.736,29.4,13.09014,80.262
borewell_3,2021,7,9,8.1,15.761,15.812,15.746,31.1,13.09014,80.262
borewell_3,2021,7,10,15.1,15.743,15.761,15.752,28.2,13.09014,80.262
borewell_3,2021,7,11,34.17,15.728,15.743,15.743,30.3,13.09014,80.262
borewell_3,2021,7,12,8.3,15.751,15.728,15.754,29.5,13.09014,80.262
borewell_3,2021,7,13,38.27,15.778,15.751,15.758,33.5,13.09014,80.262
borewell_3,2021,7,14,6.4,15.67,15.778,15.749,30.8,13.09014,80.262
borewell_3,2021,7,15,38.32,15.75,15.67,15.74,31.0,13.09014,80.262
borewell_3,2021,7,16,34.07,15.689,15.75,15.73,28.8,13.09014,80.262
borewell_3,2021,7,17,16.71,15.708,15.689,15.725,28.5,13.09014,80.262
borewell_3,2021,7,18,6.49,15.771,15.708,15.731,28.7,13.09014,80.262
borewell_3,2021,7,19,19.9,15.729,15.771,15.728,31.2,13.09014,80.262
borewell_3,2021,7,20,9.79,15.71,15.729,15.718,28.7,13.09014,80.262
borewell_3,2021,7,21,32.3,15.653,15.71,15.716,30.9,13.09014,80.262
borewell_3,2021,7,22,6.64,15.79,15.653,15.721,36.0,13.09014,80.262
borewell_3,2021,7,23,19.38,15.704,15.79,15.724,32.6,13.09014,80.262
borewell_3,2021,7,24,30.53,15.725,15.704,15.726,29.0,13.09014,80.262
borewell_3,2021,7,25,34.0,15.724,15.725,15.719,33.6,13.09014,80.262
borewell_3,2021,7,26,11.14,15.678,15.724,15.712,28.8,13.09014,80.262
borewell_3,2021,7,27,20.36,15.7,15.678,15.711,24.0,13.09014,80.262
borewell_3,2021,7,28,31.12,15.714,15.7,15.719,27.0,13.09014,80.262
borewell_3,2021,7,29,13.2,15.645,15.714,15.699,24.4,13.09014,80.262
borewell_3,2021,7,30,29.79,15.777,15.645,15.709,28.9,13.09014,80.262
borewell_3,2021,7,31,22.71,15.733,15.777,15.71,30.1,13.09014,80.262
borewell_3,2021,8,1,29.02,15.765,15.733,15.716,35.0,13.09014,80.262
borewell_3,2021,8,2,32.22,15.81,15.765,15.735,31.0,13.09014,80.262
borewell_3,2021,8,3,23.39,15.724,15.81,15.738,29.3,13.09014,80.262
borewell_3,2021,8,4,17.89,15.604,15.724,15.723,32.5,13.09014,80.262
borewell_3,2021,8,5,9.67,15.733,15.604,15.735,24.0,13.09014,80.262
borewell_3,2021,8,6,5.03,15.707,15.733,15.725,30.7,13.09014,80.262
borewell_3,2021,8,7,32.13,15.692,15.707,15.719,32.3,13.09014,80.262
borewell_3,2021,8,8,21.03,15.831,15.692,15.729,25.6,13.09014,80.262
borewell_3,2021,8,9,12.57,15.727,15.831,15.717,33.4,13.09014,80.262
borewell_3,2021,8,10,26.43,15.659,15.727,15.708,31.0,13.09014,80.262
borewell_3,2021,8,11,23.46,15.74,15.659,15.727,28.8,13.09014,80.262
borewell_3,2021,8,12,30.59,15.741,15.74,15.728,31.9,13.09014,80.262
borewell_3,2021,8,13,8.18,15.783,15.741,15.739,36.0,13.09014,80.262
borewell_3,2021,8,14,32.15,15.699,15.783,15.74,30.5,13.09014,80.262
borewell_3,2021,8,15,25.24,15.753,15.699,15.729,30.7,13.09014,80.262
borewell_3,2021,8,16,15.36,15.731,15.753,15.729,28.6,13.09014,80.262
borewell_3,2021,8,17,7.52,15.807,15.731,15.751,27.5,13.09014,80.262
borewell_3,2021,8,18,16.43,15.681,15.807,15.742,32.5,13.09014,80.262
borewell_3,2021,8,19,4.54,15.626,15.681,15.726,27.4,13.09014,80.262
borewell_3,2021,8,20,22.11,15.762,15.626,15.723,30.2,13.09014,80.262
borewell_3,2021,8,21,28.16,15.786,15.762,15.735,28.6,13.09014,80.262
borewell_3,2021,8,22,35.87,15.776,15.786,15.738,31.4,13.09014,80.262
borewell_3,2021,8,23,29.25,15.809,15.776,15.749,31.0,13.09014,80.262
borewell_3,2021,8,24,21.03,15.73,15.809,15.739,33.1,13.09014,80.262
borewell_3,2021,8,25,19.49,15.843,15.73,15.762,28.5,13.09014,80.262
borewell_3,2021,8,26,31.92,15.63,15.843,15.762,29.2,13.09014,80.262
borewell_3,2021,8,27,18.77,15.671,15.63,15.749,27.1,13.09014,80.262
borewell_3,2021,8,28,27.4,15.801,15.671,15.752,28.7,13.09014,80.262
borewell_3,2021,8,29,6.71,15.728,15.801,15.745,31.1,13.09014,80.262
borewell_3,2021,8,30,30.84,15.749,15.728,15.736,32.3,13.09014,80.262
borewell_3,2021,8,31,16.11,15.777,15.749,15.743,27.2,13.09014,80.262
borewell_3,2021,9,1,27.72,15.668,15.777,15.718,32.6,13.09014,80.262
borewell_3,2021,9,2,30.25,15.665,15.668,15.723,34.1,13.09014,80.262
borewell_3,2021,9,3,21.66,15.602,15.665,15.713,31.2,13.09014,80.262
borewell_3,2021,9,4,12.37,15.716,15.602,15.701,35.6,13.09014,80.262
borewell_3,2021,9,5,34.28,15.777,15.716,15.708,27.7,13.09014,80.262
borewell_3,2021,9,6,9.64,15.777,15.777,15.712,26.3,13.09014,80.262
borewell_3,2021,9,7,33.53,15.726,15.777,15.704,24.7,13.09014,80.262
borewell_3,2021,9,8,9.97,15.626,15.726,15.698,34.5,13.09014,80.262
borewell_3,2021,9,9,32.77,15.654,15.626,15.697,32.0,13.09014,80.262
borewell_3,2021,9,10,21.9,15.713,15.654,15.713,29.8,13.09014,80.262
borewell_3,2021,9,11,14.0,15.634,15.713,15.701,30.8,13.09014,80.262
borewell_3,2021,9,12,12.29,15.647,15.634,15.682,26.6,13.09014,80.262
borewell_3,2021,9,13,35.46,15.815,15.647,15.688,36.0,13.09014,80.262
borewell_3,2021,9,14,16.88,15.685,15.815,15.682,30.4,13.09014,80.262
borewell_3,2021,9,15,12.3,15.642,15.685,15.684,30.3,13.09014,80.262
borewell_3,2021,9,16,27.78,15.668,15.642,15.686,32.2,13.09014,80.262
borewell_3,2021,9,17,9.68,15.642,15.668,15.676,31.4,13.09014,80.262
borewell_3,2021,9,18,22.01,15.759,15.642,15.694,30.7,13.09014,80.262
borewell_3,2021,9,19,18.63,15.679,15.759,15.699,27.6,13.09014,80.262
borewell_3,2021,9,20,9.27,15.708,15.679,15.683,31.4,13.09014,80.262
borewell_3,2021,9,21,29.43,15.645,15.708,15.678,35.6,13.09014,80.262
borewell_3,2021,9,22,26.65,15.728,15.645,15.69,34.0,13.09014,80.262
borewell_3,2021,9,23,15.43,15.63,15.728,15.684,34.8,13.09014,80.262
borewell_3,2021,9,24,34.96,15.639,15.63,15.684,28.5,13.09014,80.262
borewell_3,2021,9,25,7.55,15.682,15.639,15.673,27.0,13.09014,80.262
borewell_3,2021,9,26,14.05,15.691,15.682,15.675,29.6,13.09014,80.262
borewell_3,2021,9,27,10.0,15.646,15.691,15.666,30.2,13.09014,80.262
borewell_3,2021,9,28,14.69,15.646,15.646,15.666,33.3,13.09014,80.262
borewell_3,2021,9,29,24.92,15.589,15.646,15.646,24.9,13.09014,80.262
borewell_3,2021,9,30,6.39,15.73,15.589,15.661,34.6,13.09014,80.262
borewell_3,2021,10,1,14.27,15.65,15.73,15.662,29.5,13.09014,80.262
borewell_3,2021,10,2,10.94,15.676,15.65,15.661,28.7,13.09014,80.262
borewell_3,2021,10,3,3.77,15.661,15.676,15.657,27.0,13.09014,80.262
borewell_3,2021,10,4,11.42,15.601,15.661,15.65,25.0,13.09014,80.262
borewell_3,2021,10,5,14.26,15.652,15.601,15.651,32.5,13.09014,80.262
borewell_3,2021,10,6,5.12,15.676,15.652,15.664,30.2,13.09014,80.262
borewell_3,2021,10,7,3.49,15.733,15.676,15.664,26.1,13.09014,80.262
borewell_3,2021,10,8,8.21,15.618,15.733,15.659,26.1,13.09014,80.262
borewell_3,2021,10,9,4.1,15.641,15.618,15.655,29.0,13.09014,80.262
borewell_3,2021,10,10,15.2,15.641,15.641,15.652,35.0,13.09014,80.262
borewell_3,2021,10,11,5.82,15.597,15.641,15.651,29.2,13.09014,80.262
borewell_3,2021,10,12,9.14,15.652,15.597,15.651,25.5,13.09014,80.262
borewell_3,2021,10,13,5.4,15.612,15.652,15.642,29.3,13.09014,80.262
borewell_3,2021,10,14,14.36,15.713,15.612,15.639,29.2,13.09014,80.262
borewell_3,2021,10,15,9.01,15.539,15.713,15.628,24.0,13.09014,80.262
borewell_3,2021,10,16,4.26,15.631,15.539,15.626,29.8,13.09014,80.262
borewell_3,2021,10,17,12.49,15.567,15.631,15.616,29.3,13.09014,80.262
borewell_3,2021,10,18,10.89,15.684,15.567,15.628,32.1,13.09014,80.262
borewell_3,2021,10,19,11.75,15.638,15.684,15.626,35.5,13.09014,80.262
borewell_3,2021,10,20,11.84,15.562,15.638,15.619,33.4,13.09014,80.262
borewell_3,2021,10,21,4.72,15.638,15.562,15.608,29.2,13.09014,80.262
borewell_3,2021,10,22,10.43,15.655,15.638,15.625,26.7,13.09014,80.262
borewell_3,2021,10,23,3.68,15.537,15.655,15.611,36.0,13.09014,80.262
borewell_3,2021,10,24,4.37,15.553,15.537,15.609,30.2,13.09014,80.262
borewell_3,2021,10,25,2.02,15.69,15.553,15.61,30.0,13.09014,80.262
borewell_3,2021,10,26,4.32,15.641,15.69,15.611,29.9,13.09014,80.262
borewell_3,2021,10,27,16.22,15.593,15.641,15.615,30.6,13.09014,80.262
borewell_3,2021,10,28,8.08,15.634,15.593,15.615,29.6,13.09014,80.262
borewell_3,2021,10,29,6.5,15.514,15.634,15.594,28.3,13.09014,80.262
borewell_3,2021,10,30,4.59,15.552,15.514,15.597,28.4,13.09014,80.262
borewell_3,2021,10,31,6.02,15.576,15.552,15.6,29.9,13.09014,80.262
borewell_3,2021,11,1,12.28,15.646,15.576,15.594,28.4,13.09014,80.262
borewell_3,2021,11,2,17.61,15.643,15.646,15.594,27.9,13.09014,80.262
borewell_3,2021,11,3,13.02,15.558,15.643,15.589,30.3,13.09014,80.262
borewell_3,2021,11,4,15.25,15.546,15.558,15.576,29.2,13.09014,80.262
borewell_3,2021,11,5,2.06,15.641,15.546,15.594,34.5,13.09014,80.262
borewell_3,2021,11,6,11.26,15.492,15.641,15.586,24.0,13.09014,80.262
borewell_3,2021,11,7,6.74,15.59,15.492,15.588,33.3,13.09014,80.262
borewell_3,2021,11,8,2.72,15.523,15.59,15.57,33.7,13.09014,80.262
borewell_3,2021,11,9,7.51,15.492,15.523,15.549,24.0,13.09014,80.262
borewell_3,2021,11,10,15.8,15.557,15.492,15.549,29.0,13.09014,80.262
borewell_3,2021,11,11,5.49,15.546,15.557,15.549,28.9,13.09014,80.262
borewell_3,2021,11,12,12.27,15.443,15.546,15.52,25.8,13.09014,80.262
borewell_3,2021,11,13,3.22,15.543,15.443,15.527,27.7,13.09014,80.262
borewell_3,2021,11,14,6.38,15.584,15.543,15.527,26.7,13.09014,80.262
borewell_3,2021,11,15,8.62,15.557,15.584,15.532,35.3,13.09014,80.262
borewell_3,2021,11,16,8.86,15.543,15.557,15.539,32.8,13.09014,80.262
borewell_3,2021,11,17,8.24,15.531,15.543,15.535,33.8,13.09014,80.262
borewell_3,2021,11,18,9.14,15.445,15.531,15.521,32.2,13.09014,80.262
borewell_3,2021,11,19,10.65,15.55,15.445,15.536,26.6,13.09014,80.262
borewell_3,2021,11,20,1.96,15.525,15.55,15.533,28.4,13.09014,80.262
borewell_3,2021,11,21,6.38,15.511,15.525,15.523,31.5,13.09014,80.262
borewell_3,2021,11,22,8.02,15.521,15.511,15.518,26.3,13.09014,80.262
borewell_3,2021,11,23,5.73,15.49,15.521,15.51,32.1,13.09014,80.262
borewell_3,2021,11,24,9.73,15.504,15.49,15.506,29.3,13.09014,80.262
borewell_3,2021,11,25,5.46,15.451,15.504,15.507,28.9,13.09014,80.262
borewell_3,2021,11,26,12.96,15.566,15.451,15.51,32.1,13.09014,80.262
borewell_3,2021,11,27,8.06,15.459,15.566,15.5,31.3,13.09014,80.262
borewell_3,2021,11,28,12.77,15.453,15.459,15.492,28.9,13.09014,80.262
borewell_3,2021,11,29,10.71,15.521,15.453,15.492,33.5,13.09014,80.262
borewell_3,2021,11,30,5.18,15.527,15.521,15.497,26.8,13.09014,80.262
borewell_3,2021,12,1,0.26,15.508,15.527,15.498,31.8,13.09014,80.262
borewell_3,2021,12,2,2.78,15.464,15.508,15.5,31.8,13.09014,80.262
borewell_3,2021,12,3,0.21,15.385,15.464,15.474,29.1,13.09014,80.262
borewell_3,2021,12,4,2.01,15.524,15.385,15.483,31.0,13.09014,80.262
borewell_3,2021,12,5,0.31,15.456,15.524,15.484,26.2,13.09014,80.262
borewell_3,2021,12,6,0.36,15.371,15.456,15.463,32.8,13.09014,80.262
borewell_3,2021,12,7,2.3,15.362,15.371,15.439,29.4,13.09014,80.262
borewell_3,2021,12,8,2.78,15.445,15.362,15.43,28.4,13.09014,80.262
borewell_3,2021,12,9,0.14,15.399,15.445,15.421,33.1,13.09014,80.262
borewell_3,2021,12,10,1.98,15.371,15.399,15.419,27.9,13.09014,80.262
borewell_3,2021,12,11,3.41,15.428,15.371,15.405,25.8,13.09014,80.262
borewell_3,2021,12,12,5.24,15.52,15.428,15.414,25.3,13.09014,80.262
borewell_3,2021,12,13,0.81,15.401,15.52,15.418,31.8,13.09014,80.262
borewell_3,2021,12,14,4.05,15.443,15.401,15.43,26.2,13.09014,80.262
borewell_3,2021,12,15,5.34,15.416,15.443,15.425,35.3,13.09014,80.262
borewell_3,2021,12,16,0.04,15.477,15.416,15.437,24.0,13.09014,80.262
borewell_3,2021,12,17,1.4,15.313,15.477,15.428,35.1,13.09014,80.262
borewell_3,2021,12,18,0.27,15.355,15.313,15.418,30.6,13.09014,80.262
borewell_3,2021,12,19,2.73,15.409,15.355,15.402,29.7,13.09014,80.262
borewell_3,2021,12,20,1.99,15.396,15.409,15.401,28.4,13.09014,80.262
borewell_3,2021,12,21,3.72,15.299,15.396,15.381,31.2,13.09014,80.262
borewell_3,2021,12,22,2.93,15.512,15.299,15.394,29.9,13.09014,80.262
